isi_unique_article_identifier, doi, authors_raw, authors_clean, authors_excluded, title, publication_year
"000247641900021","10.1073/pnas.0700801104","Atkins, Edward D T; Oliver, Seb J; Papapostolou, David; Ryadnov, Maxim G; Serpell, Louise C; Smith, Andrew M; Woolfson, Derek N","Atkins, Edward D T; Oliver, Seb J; Papapostolou, David; Ryadnov Maxim Gennadievich; Serpell, Louise C; Smith, Andrew M; Woolfson, Derek N","","Engineering nanoscale order into a designed protein fiber","2007"
"000247500000026","10.1073/pnas.0701382104","Daoud-El Baba, Marie; Fussenegger, Martin; Weber, Wilfried","Baba, Marie Daoud-El; Fussenegger, Martin; Weber, Wilfried","","Synthetic ecosystems based on airborne inter- and intrakingdom communication","2007"
"000247239900009","10.1126/science.316.5831.1557","Kaiser, Jocelyn","Kaiser, Jocelyn","Kaiser, Jocelyn","Synthetic biology - Attempt to patent artificial organism draws a protest","2007"
"000246868300010","10.1002/bies.20585","Flibotte, Stephane; Holt, Robert A; Missirlis, Perseus I; Smailus, Duane E; Warren, Rene","Flibotte, Stephane; Holt Robert A.; Missirlis Perseus I.; Smailus, Duane E; Warren, Rene","","Rebuilding microbial genomes","2007"
"000248036200008","10.1016/j.mib.2007.05.009","Meyer, Andreas; Panke, Sven; Pellaux, Rene","Meyer, Andreas; Panke, Sven; Pellaux, Rene","","Bioengineering novel in vitro metabolic pathways using synthetic biology","2007"
"000247907700007","10.1038/msb4100161","Henkel, Joachim; Maurer, Stephen M","Henkel, Joachim; Maurer, Stephen M","Henkel, Joachim; Maurer, Stephen M","The economics of synthetic biology","2007"
"000249052200004","","Kumar, Sapna; Rai, Arti","Kumar, Sapna; Rai, Arti","Rai, Arti","Synthetic biology: The intellectual property puzzle","2007"
"000246842000050","10.1038/nature05851","Bar-Sagi, Dafna; Deb, Anrica; Lim, Wendell A; Rutigliano, Robert J; Yeh, Brian J","Bar-Sagi, Dafna; Deb, Anrica; Lim Wendell A.; Rutigliano, Robert J; Yeh, Brian J","","Rewiring cellular morphology pathways with synthetic guanine nucleotide exchange factors","2007"
"000246686700040","10.1021/ja0692480","Gallivan, Justin P; Topp, Shana","Gallivan, Justin P; Topp, Shana","","Guiding bacteria with small molecules and RNA","2007"
"000246572200002","10.1016/j.jbiotec.2007.01.033","Itaya, Mitsuhiro; Matsui, Kuniko; Tsuge, Kenji","Itaya, Mitsuhiro; Matsui, Kuniko; Tsuge, Kenji","","Production of the non-ribosomal peptide plipastatin in Bacillus subtilis regulated by three relevant gene blocks assembled in a single movable DNA segment","2007"
"000246754800027","10.1051/medsci/2007235551","Coulombel, Laure; Peccoud, Jean","Coulombel, Laure; Peccoud, Jean","","A competition of synthetic biology or how to create the ""Water of E-coli"" and nano-barbies","2007"
"000245906500013","10.1038/nrg2098","Axelrod, Jeffrey D; Tomlin, Claire J","Axelrod, Jeffrey D; Tomlin, Claire J","","Biology by numbers: mathematical modelling in developmental biology","2007"
"000247350800029","10.1093/nar/gkm168","Benner, Steven A; Sismour, A Michael; Yang, Zunyi","Benner Steven A; Sismour Albert Michael; Yang, Zunyi","","Nucleoside alpha-thiotriphosphates, polymerases and the exonuclease III analysis of oligonucleotides containing phosphorothioate linkages","2007"
"000246239400020","10.1073/pnas.0610468104","Hwa, Terence; Ingalls, Brian; Scott, Matthew","Hwa, Terence; Ingalls, Brian; Scott, Matthew","","Deterministic characterization of stochastic genetic circuits","2007"
"000246156400023","10.1080/15265160701221285","Calvert, Jane; Dupre, John; O'Malley, Maureen A","Calvert, Jane; Dupre, John; O'Malley, Maureen A","Calvert, Jane; Dupre, John; O'Malley, Maureen A","The study of socioethical issues in systems biology","2007"
"000247239600039","10.1093/nar/gkm121","Carr, Peter A; Chen, Lu; Jacobson, Joseph M; Kong, David S; Zhang, Shuguang","Carr Peter A.; Chen, Lu; Jacobson, Joseph M; Kong, David S; Zhang, Shuguang","","Parallel gene synthesis in a microfluidic device","2007"
"000246966800001","10.1093/protein/gzm008","Banta, Scott; Blenner, Mark; Chockalingam, Karuppiah","Banta, Scott; Blenner, Mark; Chockalingam, Karuppiah","","Design and application of stimulus-responsive peptide systems","2007"
"000245481600001","10.1186/1472-6750-7-16","Govindarajan, Sridhar; Gustafsson, Claes; Liao, Jun; Minshull, Jeremy; Ness, Jon E; Wang, Rebecca P; Warmuth, Manfred K","Govindarajan, Sridhar; Gustafsson, Claes; Liao, Jun; Minshull, Jeremy; Ness, Jon; Wang, Rebecca P; Warmuth, Manfred K","","Engineering proteinase K using machine learning and synthetic genes","2007"
"000244715100021","10.1038/NMETH1010","Elledge, Stephen J; Li, Mamie Z","Elledge, Stephen J; Li Mamie Z.","","Harnessing homologous recombination in vitro to generate recombinant DNA via SLIC","2007"
"000245243500004","10.1371/journal.pbio.0050058","Boyle, James; Rai, Arti","Boyle, James; Rai, Arti","Boyle, James; Rai, Arti","Synthetic biology: Caught between property rights, the public domain, and the commons","2007"
"000244435900004","10.1110/ps.062591607","Cox, J Colin; Hellinga, Homme W; Lape, Janel; Sayed, Mahmood A","Cox J. Colin; Hellinga Homme W.; Lape, Janel; Sayed, Mahmood A","","Protein fabrication automation","2007"
"000245331000007","10.1002/pmic.200600442","Danchin, Antoine; Fang, Gang; Noria, Stanislas","Danchin, Antoine; Fang, Gang; Noria, Stanislas","","The extant core bacterial proteome is an archive of the origin of life","2007"
"000244733500022","","Turner, Daniel","Turner, Daniel","Turner, Daniel","Synthetic biology on display","2007"
"000245000100008","10.1016/j.tibtech.2007.01.003","Alper, Hal S; Stephanopoulos, Gregory N; Tyo, Keith E","Alper, Hal; Stephanopoulos, Gregory; Tyo, Keith","","Expanding the metabolic engineering toolbox: more options to engineer cells","2007"
"000244511200017","10.1073/pnas.0606398104","Aubel, Dominique; Daoud-El Baba, Marie; Fussenegger, Martin; Keller, Bettina; Rimann, Markus; Stelling, Joerg; Weber, Cornelia C; Weber, Wilfried","Aubel, Dominique; Baba, Marie Daoud-El; Fussenegger, Martin; Keller, Bettina; Rimann, Markus; Stelling, Joerg; Weber, Cornelia C; Weber, Wilfried","","A synthetic time-delay circuit in mammalian cells and mice","2007"
"000244127900028","10.1073/pnas.0610575104","Ram, Sri; Shou, Wenying; Vilar, Jose M G","Ram, Sri; Shou, Wenying; Vilar, Jose M G","","Synthetic cooperation in engineered yeast populations","2007"
"000244084700003","10.1101/gad.1507207","Drubin, David A; Silver, Pamela A; Way, Jeffrey C","Drubin, David A; Silver, Pamela A; Way Jeffery C.","","Designing biological systems","2007"
"000244370900001","10.1002/psc.786","Agrawal, Prashant R; De Groot, Hiliub; Filippov, Dmitri V; Hofmann, Mathias W; Hulsbergen, Frans; Langosch, Dieter; Meeuwenoord, Nico J; Overkleeft, Hermen S; Stalz, Holger","Agrawal, Prashant R; De Groot Hubertus Johannes Maria; Filippov, Dmitri V; Hofmann, Mathias W; Hulsbergen, Frans; Langosch, Dieter; Meeuwenoord Nicolaas Johannes; Overkleeft, Hermen S; Stalz, Holger","","Solid-phase synthesis and purification of a set of uniformly C-13,N-15 labelled de novo designed membrane fusogenic peptides","2007"
"000250001300002","10.1186/1752-0509-1-6","Aihara, Kazuyuki; Chen, Luonan; Li, Chunguang","Aihara, Kazuyuki; Chen, Luonan; Li, Chunguang","","Stochastic synchronization of genetic oscillator networks","2007"
"000261088900297","","Kitney, R I","Kitney Richard Ian","","Synthetic Biology - Engineering Biologically-based Devices and Systems","2007"
"000249725800129","10.1109/DAC.2007.375241","Weiss, Ron","Weiss, Ron","","Synthetic biology: from bacteria to stem cells","2007"
"000249725800130","10.1109/DAC.2007.375242","You, Lingehong","You, Lingchong","","Engineering synthetic killer circuits in bacteria","2007"
"000249725800131","10.1109/DAC.2007.375243","Tabor, Jeffrey J","Tabor, Jeffrey J","","Programming living cells to function as massively parallel computers","2007"
"000249725800132","10.1109/DAC.2007.375244","Bruck, Jehoshua; Fett, Brian; Riedel, Marc D","Bruck, Jehoshua; Fett, Brian; Riedel, Marc D","","Synthesizing stochasticity in biochemical systems","2007"
"000256381900028","","Oye, Kenneth A; Wellhausen, Rachel","Oye, Kenneth; Wellhausen, Rachel","Oye, Kenneth; Wellhausen, Rachel","Intellectual property and the commons in synthetic biology: Strategies to facilitate an emerging technology","2007"
"000255659700031","10.1109/BIOCAS.2007.4463324","Davies, Stephen W","Davies, Stephen W","","Visualizing genetic circuits using concepts borrowed from electronics","2007"
"000255016303149","","Enomoto, Akihiro; Moore, Michael; Nakano, Tadashi; Okaie, Yutaka; Suda, Tatsuya","Enomoto, Akihiro; Moore, Michael; Nakano, Tadashi; Okaie, Yutaka; Suda, Tatsuya","","Interfacing with nanomachines through molecular communication","2007"
"000254291101074","10.1109/IJCNN.2007.4371175","Loettgers, Andrea","Loettgers, Andrea","","The Hopfield model and its role in the development of synthetic biology","2007"
"000256299700053","10.1109/MHS.2007.4420868","Inoue, Tan; Kato, Yusho; Ohmori, Rei; Saito, Hirohide; Yamada, Ayako; Yamanaka, Toru; Yoshikawa, Kenichi","Inoue, Tan; Kato, Yusho; Ohmori, Rei; Saito, Hirohide; Yamada, Ayako; Yamanaka, Toru; Yoshikawa, Kenichi","","Towards constructing synthetic cells: RNA/RNP evolution and cell-free translational systems in giant liposomes","2007"
"000245371300031","10.1002/anie.200603435","Emmerechts, Gert; Herdewijn, Piet; Holy, Antonin; Krecmerova, Marcela; Renders, Marleen; Rozenski, Jef","Emmerechts, Gert; Herdewijn, Piet; Holy, Antonin; Krecmerova, Marcela; Renders, Marleen; Rozenski, Jef","","Enzymatic synthesis of phosphonomethyl oligonucleotides by therminator polymerase","2007"
"000250358300002","10.1002/anie.200703088","Hartig, Joerg S","Hartig Jorg","","Teaching bacteria new tricks - With RNA switches","2007"
"000247773000001","10.1146/annurev.biophys.36.040306.132600","Arnold, Frances H; Haseltine, Eric L","Arnold, Frances H; Haseltine, Eric L","","Synthetic gene circuits: Design with directed evolution","2007"
"000242968300002","10.1007/s00253-006-0593-1","Keasling, Jay D; Withers, Sydnor T","Keasling, Jay D; Withers Sydnor T.","","Biosynthesis and engineering of isoprenoid small molecules","2007"
"000245920200009","","Keener, James P; Kuwahara, Hiroyuki; Myers, Chris J; Nguyen, Nam-Phuong D","Keener, James; Kuwahara, Hiroyuki; Myers, Chris; Nguyen, Nam-Phuong D","","The design of a genetic muller C-element","2007"
"000311032900003","10.1016/S1387-2656(07)13002-7","Hatfield, G Wesley; Roth, David A","Hatfield, G Wesley; Roth, David A","","Optimizing scaleup yield for protein production: Computationally Optimized DNA Assembly (CODA) and Translation Engineering((TM","2007"
"000243927600004","10.1021/bp060352v","Srivastava, Ranjan; Varner, Jeffrey","Srivastava, Ranjan; Varner, Jeffrey","","Emerging technologies: Systems biology","2007"
"000245916900042","10.1007/978-1-4020-5476-1_42","Fischer, M; Fussenegger, M; Kramer, B P","Fischer, M; Fussenegger, Martin; Kramer, Beat P","","Semi-synthetic mammalian gene regulatory networks","2007"
"000246058200006","10.1002/cbdv.200790053","Luisi, Pier Luigi","Luisi, Pier Luigi","","Chemical aspects of synthetic biology","2007"
"000268242500035","10.1007/1-4020-5358-4_35","Sheridan, Cormac","Sheridan, Cormac","Sheridan, Cormac","THE SAME OLD FUTURE","2007"
"000251647700024","10.1209/0295-5075/80/48004","Marenduzzo, D; Orlandini, E","Marenduzzo, D; Orlandini, E","","Dynamics of fibers growing inside soft vesicles","2007"
"000206500600019","","Chen, Bor-Sen; Wu, Wei-Sheng","Chen, Bor-Sen; Wu, Wei-Sheng","","Underlying Principles of Natural Selection in Network Evolution: Systems Biology Approach","2007"
"000250328400008","","Blain, Derrel R; Garzon, Max H; West, Michael","Blain, Derrel R; Garzon, Max H; West, Michael","","Embedded models of self-assembly of DNA complexes","2007"
"000310280700012","","Cello, J; Coleman, J R; Mueller, S; Papamichail, D; Paul, A; Skiena, S; Wimmer, E","Cello, J; Coleman, J R; Mueller, Steffen; Papamichail Dimitris; Paul, A; Skiena, Steven; Wimmer, Eckard","","Synthetic Biology: Synthesis and Modification of a Chemical Called Poliovirus","2007"
"000243191400001","10.1101/gr.5776007","Church, George M; Forster, Anthony C","Church, George M; Forster Anthony C.","","Synthetic biology projects in vitro","2007"
"000242846800001","10.1159/000096133","Triggle, David J","Triggle, David J","","Drug discovery and delivery in the 21st century","2007"
"000250697700019","","Pasqualini, Christiane Dosne","Pasqualini, Christiane Dosne","","Generational transormation of biomedical investigation","2007"
"000246156700005","10.1039/b618473c","Niemi, Jarad; Song, Hao; Tan, Cheemeng; You, Lingchong","Niemi James B.; Song, Hao; Tan, Cheemeng; You, Lingchong","","A synthetic biology challenge: making cells compute","2007"
"000250932100011","10.1039/b700547d","Kambam, Pavan Kumar Reddy; Sayut, Daniel J; Sun, Lianhong","Kambam, Pavan Kumar Reddy; Sayut, Daniel J; Sun, Lianhong","","Engineering and applications of genetic circuits","2007"
"000268735400024","","Lee, Jiwon; Lee, Tae Jun; Ozdere, Taylan; Tu, Dennis; You, Lingchong","Lee, Jiwon; Lee, Tae Jun; Ozdere, Taylan; Tu, Dennis; You, Lingchong","","Engineering Gene Circuits: Foundations and Applications","2007"
"000249390600002","10.1093/nar/gkm395","Benner, Steven A; Puskar, Nyssa L; Sheng, Pinpin; Sismour, A Michael; Yang, Zunyi","Benner Steven A; Puskar, Nyssa L; Sheng, Pinpin; Sismour Albert Michael; Yang, Zunyi","","Enzymatic incorporation of a third nucleobase pair","2007"
"000250141900012","","Aihara, Kazuyuki; Iwasaki, Hideo; Kobe, Taiichiro; Tozaki, Hirokazu","Aihara, Kazuyuki; Iwasaki, Hideo; Kobe, Taiichiro; Tozaki, Hirokazu","","Semi-synthetic analysis toward validating roles of a Transcription/Translation feedback process for the cyanobacterial KaiC-protein-based circadian system in Escherichia coli","2007"
"000250141900018","","Liu, Zengrong; Shen, Jian-Wei; Wang, Yi","Liu, Zengrong; Shen, Jian-Wei; Wang, Yi","","Periodic oscillation of piecewise linear three-gene regulatory network with negative feedback loops","2007"
"000257689700017","","Bobos, Dorel-Liviu; Horovitz, Ossi; Mocanu, Aurora; Pop-Toader, Vasilica-Daniela; Tomoaia, Gheorghe; Tomoaia-Cotisel, Maria","Bobos, Dorel-Liviu; Horovitz, Ossi; Mocanu, Aurora; Pop-Toader, Vasilica-Daniela; Tomoaia, Gheorghe; Tomoaia-Cotisel, Maria","","Supramolecular organization and nano structuration of collagen and anti cancer drugs","2007"
"000248079900025","10.1016/S0076-6879(06)22025-1","Arps, David; Atkins, Stephen; Atkinson, Mariette R; Mayo, Avi; Ninfa, Alexander J; Perry, Nicolas; Selinsky, Stephen; Song, Qi Xiu; Woolf, Peter","Arps, David; Atkins, Stephen; Atkinson, Mariette R; Mayo, Avi; Ninfa, Alexander J; Perry, Nicolas; Selinsky, Stephen; Song, Qi Xiu; Woolf, Peter","","Using two-component systems and other bacterial regulatory factors for the fabrication of synthetic genetic devices","2007"
"000242358900002","10.1007/s00253-006-0664-3","Pleiss, Juergen","Pleiss, Juergen","","The promise of synthetic biology","2006"
"000242168800011","10.1038/nchembio836","Chang, Michelle C Y; Keasling, Jay D","Chang, Michelle C Y; Keasling, Jay D","","Production of isoprenoid pharmaceuticals by engineered microbes","2006"
"000242716800009","10.1093/nar/gkl633","Benner, Steven A; Hutter, Daniel; Sheng, Pinpin; Sismour, A Michael; Yang, Zunyi","Benner Steven A; Hutter, Daniel; Sheng, Pinpin; Sismour Albert Michael; Yang, Zunyi","","Artificially expanded genetic information system: a new base pair with an alternative hydrogen bonding pattern","2006"
"000243623600024","10.1007/s11084-006-9033-6","Chiarabelli, Cristiano; Luisi, Pier Luigi; Stano, Pasquale","Chiarabelli, Cristiano; Luisi, Pier Luigi; Stano, Pasquale","","From never born proteins to minimal living cells: Two projects in synthetic biology","2006"
"000243482500028","10.1371/journal.pmed.0030525","Baric, Ralph; Curtis, Kristopher; Davis, Nancy; Deming, Damon; Donaldson, Eric; Harkema, Jack; Heise, Mark; Johnston, Robert; Pickles, Raymond; Sheahan, Timothy; Sims, Amy; Suthar, Mehul; West, Ande; Whitmore, Alan; Yount, Boyd","Baric, Ralph; Curtis, Kristopher; Davis Nancy L.; Deming, Damon; Donaldson, Eric; Harkema, Jack; Heise Mark T.; Johnston Robert Edward; Pickles Raymond J.; Sheahan, Timothy; Sims, Amy; Suthar, Mehul; West, Ande; Whitmore, Alan; Yount, Boyd","","Vaccine efficacy in senescent mice challenged with recombinant SARS-CoV bearing epidemic and zoonotic spike variants","2006"
"000241958000013","10.1093/bioinformatics/btl469","Heinemann, Matthias; Panke, Sven","Heinemann, Matthias; Panke, Sven","","Synthetic biology - putting engineering into biology","2006"
"000241856700037","10.1021/nl0620684","Andrews, Benjamin L; Lederman, Harvey; Li, Yang; Lu, Wanhong; Macdonald, Joanne; Pendri, Kiran; Stefanovic, Darko; Stojanovic, Milan N; Sutovic, Marko","Andrews, Benjamin L; Lederman, Harvey; Li, Yang; Lu, Wanhong; Macdonald, Joanne; Pendri, Kiran; Stefanovic, Darko; Stojanovic, Milan N; Sutovic, Marko","","Medium scale integration of molecular logic gates in an automaton","2006"
"000241228500033","10.1529/biophysj.106.084079","Akselrod, G M; Li, C; Matsudaira, P; Mirsaidov, U; Timp, G; Timp, K; Timp, R; Timp, W; Zhao, Q","Akselrod, G M; Li, C; Matsudaira Paul T; Mirsaidov, U; Timp, G; Timp, K; Timp, R; Timp, W; Zhao, Q","","Laser-guided assembly of heterotypic three-dimensional living cell microarrays","2006"
