family_members,family_country,country_name,region,income
HU199801871A3,HU,Hungary,Eastern Europe,High income
DE69316352D1,DE,Germany,Western Europe,High income
DE69316352T2,DE,Germany,Western Europe,High income
DK635061T3,DK,Denmark,Northern Europe,High income
ES2111745T3,ES,Spain,Southern Europe,High income
DE69329974D1,DE,Germany,Western Europe,High income
DE69329974T2,DE,Germany,Western Europe,High income
DE69414870D1,DE,Germany,Western Europe,High income
DE69414870T2,DE,Germany,Western Europe,High income
DE69432744D1,DE,Germany,Western Europe,High income
DE69432744T2,DE,Germany,Western Europe,High income
DK199300130D0,DK,Denmark,Northern Europe,High income
DK199300139D0,DK,Denmark,Northern Europe,High income
DK672142T3,DK,Denmark,Northern Europe,High income
DK686162T3,DK,Denmark,Northern Europe,High income
DK720624T3,DK,Denmark,Northern Europe,High income
ES2126145T3,ES,Spain,Southern Europe,High income
ES2156149T3,ES,Spain,Southern Europe,High income
ES2199959T3,ES,Spain,Southern Europe,High income
FI199503705A0,FI,Finland,Northern Europe,High income
FI953705A0,FI,Finland,Northern Europe,High income
GB199225453D0,GB,United Kingdom,Northern Europe,High income
GB199300816D0,GB,United Kingdom,Northern Europe,High income
GB199319969D0,GB,United Kingdom,Northern Europe,High income
GB199412147D0,GB,United Kingdom,Northern Europe,High income
GB199412166D0,GB,United Kingdom,Northern Europe,High income
NO199502989D0,NO,Norway,Northern Europe,High income
NO316274B1,NO,Norway,Northern Europe,High income
DE1094108T1,DE,Germany,Western Europe,High income
DE69525084D1,DE,Germany,Western Europe,High income
DE69525084T2,DE,Germany,Western Europe,High income
DE69526497D1,DE,Germany,Western Europe,High income
DE69526497T2,DE,Germany,Western Europe,High income
DE69615406D1,DE,Germany,Western Europe,High income
DE69615406T2,DE,Germany,Western Europe,High income
DE69615406T3,DE,Germany,Western Europe,High income
DE69615411D1,DE,Germany,Western Europe,High income
DE69615411T2,DE,Germany,Western Europe,High income
DE69739996D1,DE,Germany,Western Europe,High income
DE752008T1,DE,Germany,Western Europe,High income
DE876509T1,DE,Germany,Western Europe,High income
DE911396T1,DE,Germany,Western Europe,High income
DE934999T1,DE,Germany,Western Europe,High income
DK1149905T3,DK,Denmark,Northern Europe,High income
DK2202308T3,DK,Denmark,Northern Europe,High income
DK752008T3,DK,Denmark,Northern Europe,High income
DK876509T3,DK,Denmark,Northern Europe,High income
DK876509T4,DK,Denmark,Northern Europe,High income
DK911396T3,DK,Denmark,Northern Europe,High income
DK934999T3,DK,Denmark,Northern Europe,High income
ES2164929T3,ES,Spain,Southern Europe,High income
ES2164929T5,ES,Spain,Southern Europe,High income
ES2165124T3,ES,Spain,Southern Europe,High income
ES2165652T3,ES,Spain,Southern Europe,High income
ES2176324T3,ES,Spain,Southern Europe,High income
ES2351673T3,ES,Spain,Southern Europe,High income
DE69812644D1,DE,Germany,Western Europe,High income
DE69812644T2,DE,Germany,Western Europe,High income
DE69310145D1,DE,Germany,Western Europe,High income
DE69310145T2,DE,Germany,Western Europe,High income
DK624196T3,DK,Denmark,Northern Europe,High income
FI199403568A0,FI,Finland,Northern Europe,High income
FI943568A0,FI,Finland,Northern Europe,High income
NO199402825D0,NO,Norway,Northern Europe,High income
DE69711626D1,DE,Germany,Western Europe,High income
DE69711626T2,DE,Germany,Western Europe,High income
DE69732306D1,DE,Germany,Western Europe,High income
DE69732306T2,DE,Germany,Western Europe,High income
DK907356T3,DK,Denmark,Northern Europe,High income
DK954282T3,DK,Denmark,Northern Europe,High income
ES2175420T3,ES,Spain,Southern Europe,High income
ES2236832T3,ES,Spain,Southern Europe,High income
DE69434802D1,DE,Germany,Western Europe,High income
DE69434802T2,DE,Germany,Western Europe,High income
ES2273332T3,ES,Spain,Southern Europe,High income
DE69229706D1,DE,Germany,Western Europe,High income
DE69229706T2,DE,Germany,Western Europe,High income
DK540897T3,DK,Denmark,Northern Europe,High income
ES2133296T3,ES,Spain,Southern Europe,High income
GR3031332T3,GR,Greece,Southern Europe,High income
ITMI19912904A1,IT,Italy,Southern Europe,High income
ITMI19912904D0,IT,Italy,Southern Europe,High income
DE69434912D1,DE,Germany,Western Europe,High income
DE69434912T2,DE,Germany,Western Europe,High income
DE69505677D1,DE,Germany,Western Europe,High income
DE69505677T2,DE,Germany,Western Europe,High income
DK774959T3,DK,Denmark,Northern Europe,High income
ES2123284T3,ES,Spain,Southern Europe,High income
DE69820671D1,DE,Germany,Western Europe,High income
DE69820671T2,DE,Germany,Western Europe,High income
ES2213267T3,ES,Spain,Southern Europe,High income
NO199705731D0,NO,Norway,Northern Europe,High income
DE3886747D1,DE,Germany,Western Europe,High income
DE3886747T2,DE,Germany,Western Europe,High income
DE69513976D1,DE,Germany,Western Europe,High income
DE69513976T2,DE,Germany,Western Europe,High income
DE69604666D1,DE,Germany,Western Europe,High income
DE69604666T2,DE,Germany,Western Europe,High income
GB199511619D0,GB,United Kingdom,Northern Europe,High income
GB199607339D0,GB,United Kingdom,Northern Europe,High income
CZ199600723A3,CZ,Czech Republic,Eastern Europe,High income
CZ290484B6,CZ,Czech Republic,Eastern Europe,High income
DE69535314D1,DE,Germany,Western Europe,High income
DE69535314T2,DE,Germany,Western Europe,High income
GB199414118D0,GB,United Kingdom,Northern Europe,High income
HU223078B1,HU,Hungary,Eastern Europe,High income
HUP9600586D0,HU,Hungary,Eastern Europe,High income
SK199600342A3,SK,Slovakia,Eastern Europe,High income
DE69837785D1,DE,Germany,Western Europe,High income
DE69837785T2,DE,Germany,Western Europe,High income
DE69636866D1,DE,Germany,Western Europe,High income
DE262192T1,DE,Germany,Western Europe,High income
DE3783191D1,DE,Germany,Western Europe,High income
DE3783191T2,DE,Germany,Western Europe,High income
SE198601325D0,SE,Sweden,Northern Europe,High income
CZ199600432A3,CZ,Czech Republic,Eastern Europe,High income
CZ294860B6,CZ,Czech Republic,Eastern Europe,High income
DE69638123D1,DE,Germany,Western Europe,High income
DK727489T3,DK,Denmark,Northern Europe,High income
ES2339833T3,ES,Spain,Southern Europe,High income
FI199600663A0,FI,Finland,Northern Europe,High income
FI960663A0,FI,Finland,Northern Europe,High income
FR2730494A1,FR,France,Western Europe,High income
FR2730494B1,FR,France,Western Europe,High income
FR2734839A1,FR,France,Western Europe,High income
FR2734839B1,FR,France,Western Europe,High income
HRP19960078A2,HR,Croatia,Southern Europe,Upper middle income
HRP19960078B1,HR,Croatia,Southern Europe,Upper middle income
HU199600325A2,HU,Hungary,Eastern Europe,High income
HU199600325A3,HU,Hungary,Eastern Europe,High income
HU220587B1,HU,Hungary,Eastern Europe,High income
PL185569B1,PL,Poland,Eastern Europe,High income
PL312828A1,PL,Poland,Eastern Europe,High income
SI727489T1,SI,Slovenia,Southern Europe,High income
SK199600188A3,SK,Slovakia,Eastern Europe,High income
SK283656B6,SK,Slovakia,Eastern Europe,High income
TR199600116A2,TR,Turkey,Western Asia,Upper middle income
DE69840403D1,DE,Germany,Western Europe,High income
DE69805071D1,DE,Germany,Western Europe,High income
DE69805071T2,DE,Germany,Western Europe,High income
DE69736070D1,DE,Germany,Western Europe,High income
DE69736070T2,DE,Germany,Western Europe,High income
DE69739715D1,DE,Germany,Western Europe,High income
DK946732T3,DK,Denmark,Northern Europe,High income
ES2336858T3,ES,Spain,Southern Europe,High income
DE69534354D1,DE,Germany,Western Europe,High income
DE69534354T2,DE,Germany,Western Europe,High income
DK755259T3,DK,Denmark,Northern Europe,High income
ES2249769T3,ES,Spain,Southern Europe,High income
DE69624668D1,DE,Germany,Western Europe,High income
DE69624668T2,DE,Germany,Western Europe,High income
DE69929979D1,DE,Germany,Western Europe,High income
DE69937338D1,DE,Germany,Western Europe,High income
DE69937338T2,DE,Germany,Western Europe,High income
DE69937738D1,DE,Germany,Western Europe,High income
DE69938100D1,DE,Germany,Western Europe,High income
DK1563788T3,DK,Denmark,Northern Europe,High income
ES2536459T3,ES,Spain,Southern Europe,High income
GB199702766D0,GB,United Kingdom,Northern Europe,High income
NO199800878D0,NO,Norway,Northern Europe,High income
NO334437B1,NO,Norway,Northern Europe,High income
TR199800347T1,TR,Turkey,Western Asia,Upper middle income
DE69617255D1,DE,Germany,Western Europe,High income
DE69617255T2,DE,Germany,Western Europe,High income
DE69721485D1,DE,Germany,Western Europe,High income
DE69721485T2,DE,Germany,Western Europe,High income
DK854727T3,DK,Denmark,Northern Europe,High income
ES2168514T3,ES,Spain,Southern Europe,High income
FI199604812A0,FI,Finland,Northern Europe,High income
FI964812A0,FI,Finland,Northern Europe,High income
NO199605087D0,NO,Norway,Northern Europe,High income
DK973915T3,DK,Denmark,Northern Europe,High income
CZ200003072A3,CZ,Czech Republic,Eastern Europe,High income
CZ303404B6,CZ,Czech Republic,Eastern Europe,High income
DE69917224D1,DE,Germany,Western Europe,High income
DE69917224T2,DE,Germany,Western Europe,High income
ES2221363T3,ES,Spain,Southern Europe,High income
HU200100466A2,HU,Hungary,Eastern Europe,High income
HU200100466A3,HU,Hungary,Eastern Europe,High income
HU222543B1,HU,Hungary,Eastern Europe,High income
PL193700B1,PL,Poland,Eastern Europe,High income
PL342899A1,PL,Poland,Eastern Europe,High income
TR200002450T2,TR,Turkey,Western Asia,Upper middle income
DE69825040D1,DE,Germany,Western Europe,High income
DE69825040T2,DE,Germany,Western Europe,High income
HU200001412A2,HU,Hungary,Eastern Europe,High income
NO199904803D0,NO,Norway,Northern Europe,High income
PL338515A1,PL,Poland,Eastern Europe,High income
DE69333980D1,DE,Germany,Western Europe,High income
DE69333980T2,DE,Germany,Western Europe,High income
DE69334354D1,DE,Germany,Western Europe,High income
ES2256836T3,ES,Spain,Southern Europe,High income
ES2362721T3,ES,Spain,Southern Europe,High income
CZ199703315A3,CZ,Czech Republic,Eastern Europe,High income
DE60044725D1,DE,Germany,Western Europe,High income
DE69611608D1,DE,Germany,Western Europe,High income
DE69611608T2,DE,Germany,Western Europe,High income
DE69630819D1,DE,Germany,Western Europe,High income
DE69630819T2,DE,Germany,Western Europe,High income
DE69727474D1,DE,Germany,Western Europe,High income
DE69727474T2,DE,Germany,Western Europe,High income
DE69928447D1,DE,Germany,Western Europe,High income
DE69928447T2,DE,Germany,Western Europe,High income
DE69934004D1,DE,Germany,Western Europe,High income
DE69934004T2,DE,Germany,Western Europe,High income
DE69940931D1,DE,Germany,Western Europe,High income
DE69941788D1,DE,Germany,Western Europe,High income
DK824480T3,DK,Denmark,Northern Europe,High income
ES2154815T3,ES,Spain,Southern Europe,High income
ES2218671T3,ES,Spain,Southern Europe,High income
ES2255302T3,ES,Spain,Southern Europe,High income
ES2281194T3,ES,Spain,Southern Europe,High income
ES2344037T3,ES,Spain,Southern Europe,High income
ES2401572T3,ES,Spain,Southern Europe,High income
GR3035632T3,GR,Greece,Southern Europe,High income
HU199900643A2,HU,Hungary,Eastern Europe,High income
HU199900643A3,HU,Hungary,Eastern Europe,High income
NO199704805D0,NO,Norway,Northern Europe,High income
NO200106124D0,NO,Norway,Northern Europe,High income
NO313042B1,NO,Norway,Northern Europe,High income
PL322946A1,PL,Poland,Eastern Europe,High income
SK199701438A3,SK,Slovakia,Eastern Europe,High income
PL330287A1,PL,Poland,Eastern Europe,High income
DE69706430D1,DE,Germany,Western Europe,High income
DE69706430T2,DE,Germany,Western Europe,High income
GB199620209D0,GB,United Kingdom,Northern Europe,High income
DE69730609D1,DE,Germany,Western Europe,High income
GB199602028D0,GB,United Kingdom,Northern Europe,High income
GB199702136D0,GB,United Kingdom,Northern Europe,High income
DE69841404D1,DE,Germany,Western Europe,High income
CY1109198T1,CY,Cyprus,Western Asia,High income
DE60041958D1,DE,Germany,Western Europe,High income
DE69835143D1,DE,Germany,Western Europe,High income
DE69835143T2,DE,Germany,Western Europe,High income
DK1151143T3,DK,Denmark,Northern Europe,High income
DK1712623T3,DK,Denmark,Northern Europe,High income
DK971946T3,DK,Denmark,Northern Europe,High income
ES2268763T3,ES,Spain,Southern Europe,High income
ES2324512T3,ES,Spain,Southern Europe,High income
ES2373110T3,ES,Spain,Southern Europe,High income
NO200103842D0,NO,Norway,Northern Europe,High income
NO329348B1,NO,Norway,Northern Europe,High income
DE60028956D1,DE,Germany,Western Europe,High income
DE60028956T2,DE,Germany,Western Europe,High income
DE69737753D1,DE,Germany,Western Europe,High income
DE69737753T2,DE,Germany,Western Europe,High income
ES2265933T3,ES,Spain,Southern Europe,High income
ES2287960T3,ES,Spain,Southern Europe,High income
DE69435126D1,DE,Germany,Western Europe,High income
DE60011821D1,DE,Germany,Western Europe,High income
DE60011821T2,DE,Germany,Western Europe,High income
ES2225264T3,ES,Spain,Southern Europe,High income
DE69733416D1,DE,Germany,Western Europe,High income
DE69733416T2,DE,Germany,Western Europe,High income
DE69739688D1,DE,Germany,Western Europe,High income
DE69831943D1,DE,Germany,Western Europe,High income
DE69831943T2,DE,Germany,Western Europe,High income
DK909327T3,DK,Denmark,Northern Europe,High income
DK910633T3,DK,Denmark,Northern Europe,High income
EE3976B1,EE,Estonia,Northern Europe,High income
ES2244001T3,ES,Spain,Southern Europe,High income
ES2251084T3,ES,Spain,Southern Europe,High income
ES2337424T3,ES,Spain,Southern Europe,High income
GB199614189D0,GB,United Kingdom,Northern Europe,High income
GB199710962D0,GB,United Kingdom,Northern Europe,High income
GB199900156D0,GB,United Kingdom,Northern Europe,High income
NO199900012D0,NO,Norway,Northern Europe,High income
PL331285A1,PL,Poland,Eastern Europe,High income
SI910633T1,SI,Slovenia,Southern Europe,High income
SK199801824A3,SK,Slovakia,Eastern Europe,High income
TR199900006T2,TR,Turkey,Western Asia,Upper middle income
NO200004914D0,NO,Norway,Northern Europe,High income
NO329660B1,NO,Norway,Northern Europe,High income
DE69840107D1,DE,Germany,Western Europe,High income
DK1044374T3,DK,Denmark,Northern Europe,High income
ES2314996T3,ES,Spain,Southern Europe,High income
DE60020838D1,DE,Germany,Western Europe,High income
DE60020838T2,DE,Germany,Western Europe,High income
CY1109698T1,CY,Cyprus,Western Asia,High income
DE60114865D1,DE,Germany,Western Europe,High income
DE60114865T2,DE,Germany,Western Europe,High income
DE60140087D1,DE,Germany,Western Europe,High income
DK1652926T3,DK,Denmark,Northern Europe,High income
ES2254493T3,ES,Spain,Southern Europe,High income
ES2332727T3,ES,Spain,Southern Europe,High income
DE69826994D1,DE,Germany,Western Europe,High income
DE69826994T2,DE,Germany,Western Europe,High income
HU200001256A2,HU,Hungary,Eastern Europe,High income
HU200001256A3,HU,Hungary,Eastern Europe,High income
NO199904802D0,NO,Norway,Northern Europe,High income
DE69029856D1,DE,Germany,Western Europe,High income
DE69029856T2,DE,Germany,Western Europe,High income
DE69133459D1,DE,Germany,Western Europe,High income
DE69133459T2,DE,Germany,Western Europe,High income
DE69332374D1,DE,Germany,Western Europe,High income
DE69332374T2,DE,Germany,Western Europe,High income
DK477290T3,DK,Denmark,Northern Europe,High income
ES2097149T3,ES,Spain,Southern Europe,High income
DE4117186A1,DE,Germany,Western Europe,High income
DE59208280D1,DE,Germany,Western Europe,High income
DK611373T3,DK,Denmark,Northern Europe,High income
ES2102529T3,ES,Spain,Southern Europe,High income
DE69707853D1,DE,Germany,Western Europe,High income
DE69707853T2,DE,Germany,Western Europe,High income
ES2166987T3,ES,Spain,Southern Europe,High income
DE60213712D1,DE,Germany,Western Europe,High income
DE60213712T2,DE,Germany,Western Europe,High income
DE69435265D1,DE,Germany,Western Europe,High income
DE69532993D1,DE,Germany,Western Europe,High income
DE69532993T2,DE,Germany,Western Europe,High income
DE69734683D1,DE,Germany,Western Europe,High income
DE69734683T2,DE,Germany,Western Europe,High income
DK1021712T3,DK,Denmark,Northern Europe,High income
DE69942272D1,DE,Germany,Western Europe,High income
ES2344772T3,ES,Spain,Southern Europe,High income
ES2656439T3,ES,Spain,Southern Europe,High income
